className,method,score
cn.nc.issuance.book.dcm.converter.BaseConverter,cn.nc.issuance.book.dcm.converter.BaseConverter#toPoList,0
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#setRegistrationPlace,0
cn.nc.issuance.book.dcm.query.facade.controller.issueamountadjust.AmountAdjustAddInitController,cn.nc.issuance.book.dcm.query.facade.controller.issueamountadjust.AmountAdjustAddInitController#handle,1
cn.nc.issuance.book.dcm.batch.utils.DateTimeUtil,cn.nc.issuance.book.dcm.batch.utils.DateTimeUtil#addYears,1
cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto#setUnderlyingDebtType,0
cn.nc.user.instuser.service.impl.QueryOrgServiceImpl,cn.nc.user.instuser.service.impl.QueryOrgServiceImpl#getRoleList,1
cn.nc.user.ukey.service.UkeyService,cn.nc.user.ukey.service.UkeyService#listForClient,0
cn.nc.common.transaction.support.impl.persist.RequestMessagePersist,cn.nc.common.transaction.support.impl.persist.RequestMessagePersist#retry,0
cn.nc.channel.auth.outer.service.dto.login.SwitchInstUserRoleRespDto,cn.nc.channel.auth.outer.service.dto.login.SwitchInstUserRoleRespDto#getBusinessProdDict,1
cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.nx.BondInfoResultDto,cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.nx.BondInfoResultDto#getBondId,1
cn.nc.issuance.book.dcm.service.dto.ReleaseAccountConfirmEntity,cn.nc.issuance.book.dcm.service.dto.ReleaseAccountConfirmEntity#setTrustAccount,0
cn.nc.issuance.bid.service.operation.shchBiddingMgmt.TiShchBondInfoService,cn.nc.issuance.bid.service.operation.shchBiddingMgmt.TiShchBondInfoService#enableOrDiscontinueBond,0
cn.nc.issuance.book.dcm.query.service.bond.BondReviewService,cn.nc.issuance.book.dcm.query.service.bond.BondReviewService#bondPublishQuery,0
cn.nc.issuance.book.dcm.service.external.DCMForExternalWhiteListResultService,cn.nc.issuance.book.dcm.service.external.DCMForExternalWhiteListResultService#recShchPrimaryWhiteListResultInfo,0
cn.nc.issuance.dist.service.impl.logic.DcmDistLogic,cn.nc.issuance.dist.service.impl.logic.DcmDistLogic#modifyDistInfo,9
cn.nc.common.notify.dto.NotifyBaseResponse,cn.nc.common.notify.dto.NotifyBaseResponse#getSuccess,1
cn.nc.channel.backend.service.dto.layout.PageLayoutConfigCopyReqDto,cn.nc.channel.backend.service.dto.layout.PageLayoutConfigCopyReqDto#getId,1
cn.nc.operation.base.model.dto.task.ClaimResult.ClaimEntry,cn.nc.operation.base.model.dto.task.ClaimResult.ClaimEntry#getTaskId,1
cn.nc.issuance.book.dcm.query.service.impl.PurchaseOfferServiceImpl,cn.nc.issuance.book.dcm.query.service.impl.PurchaseOfferServiceImpl#queryPurchaseStatus,11
cn.nc.issuance.book.dcm.base.converter.DecorateConverter,cn.nc.issuance.book.dcm.base.converter.DecorateConverter#toDto,0
cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto#getIsSupportPlacingAdjust,1
cn.nc.issuance.book.dcm.service.impl.IssueAmountAdjustServiceImpl,cn.nc.issuance.book.dcm.service.impl.IssueAmountAdjustServiceImpl#handlePurchaseAmountByMidId,0
cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto#getPriceStep,1
cn.nc.user.archive.converter.FileArchiveSubHisConverterImpl,cn.nc.user.archive.converter.FileArchiveSubHisConverterImpl#toPo,4
cn.nc.channel.backend.service.impl.LoginHomePageDispServiceImpl,cn.nc.channel.backend.service.impl.LoginHomePageDispServiceImpl#converterLayoutConfigInfo,2
cn.nc.channel.auth.outer.service.dto.register.AppMobileUserRegistrationReqDto,cn.nc.channel.auth.outer.service.dto.register.AppMobileUserRegistrationReqDto#setSource,0
cn.nc.pub.msg.service.dto.send.QueryEmailDetailDto,cn.nc.pub.msg.service.dto.send.QueryEmailDetailDto#setBccAddress,0
cn.nc.issuance.book.dcm.query.service.impl.PublishSolutionServiceImpl,cn.nc.issuance.book.dcm.query.service.impl.PublishSolutionServiceImpl#getPreview,1
cn.nc.issuance.book.dcm.service.dto.bill.BondIssueRegistPublicEntity,cn.nc.issuance.book.dcm.service.dto.bill.BondIssueRegistPublicEntity#setMemShortName,0
cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.WhiteSendHisDto,cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.WhiteSendHisDto#setFileId,0
cn.nc.channel.auth.outer.service.dto.login.UserInfoDetailDto,cn.nc.channel.auth.outer.service.dto.login.UserInfoDetailDto#setPosition,0
cn.nc.base.dto.NcBasePageDto,cn.nc.base.dto.NcBasePageDto#setPageNum,0
cn.nc.pub.msg.service.impl.ProductCommandServiceImpl,cn.nc.pub.msg.service.impl.ProductCommandServiceImpl#delete,39
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#getInvDirectTransOption,1
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#getInterestDateRelPaymentDate,1
cn.nc.channel.backend.facade.controller.FinInvestorQueryController,cn.nc.channel.backend.facade.controller.FinInvestorQueryController#doService,1
cn.nc.user.ind.service.dto.RegisterUserReqDto,cn.nc.user.ind.service.dto.RegisterUserReqDto#setEmail,0
cn.nc.issuance.common.utils.FileManageUtil,cn.nc.issuance.common.utils.FileManageUtil#getFileSize,1
cn.nc.issuance.book.dcm.facade.controller.bondallocation.BondAllocationSaveController,cn.nc.issuance.book.dcm.facade.controller.bondallocation.BondAllocationSaveController#doService,1
cn.nc.operation.base.model.dto.task.ClaimCmd,cn.nc.operation.base.model.dto.task.ClaimCmd#setAssigneeName,0
cn.nc.issuance.book.dcm.service.dto.BookApplicationSceenEntityNew,cn.nc.issuance.book.dcm.service.dto.BookApplicationSceenEntityNew#getHolderListNew,1
cn.nc.pub.msg.service.dto.send.QueryEmailDetailDto,cn.nc.pub.msg.service.dto.send.QueryEmailDetailDto#setToAddress,0
cn.nc.pub.msg.config.mail.MailConfig,cn.nc.pub.msg.config.mail.MailConfig#getLength,1
cn.nc.issuance.book.dcm.converter.BillOperateConverterImpl,cn.nc.issuance.book.dcm.converter.BillOperateConverterImpl#toPoList,5
cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto#getAdditionalBiddingStartTime,1
cn.nc.common.log.communication.info.ResponseCommunicationInfo,cn.nc.common.log.communication.info.ResponseCommunicationInfo#getConsumerAndProviderId,1
cn.nc.issuance.bid.service.query.QueryBondInfoService,cn.nc.issuance.bid.service.query.QueryBondInfoService#getProductRuleCache,0
cn.nc.issuance.book.dcm.query.facade.controller.IsemUserInfoConfirmListController,cn.nc.issuance.book.dcm.query.facade.controller.IsemUserInfoConfirmListController#handle,1
cn.nc.user.staff.facade.controller.in.UserPubListController,cn.nc.user.staff.facade.controller.in.UserPubListController#handle,1
cn.nc.pub.msg.service.dto.other.AuditLogDto,cn.nc.pub.msg.service.dto.other.AuditLogDto#setOperatorId,0
cn.nc.user.sync.query.dto.CfaeRegisterUserQueryDto,cn.nc.user.sync.query.dto.CfaeRegisterUserQueryDto#getWxOpenid,1
cn.nc.issuance.book.dcm.service.impl.BondInfoMakePublicServiceImpl,cn.nc.issuance.book.dcm.service.impl.BondInfoMakePublicServiceImpl#genFixedIncomeProductElementBill,1
cn.nc.issuance.book.dcm.service.impl.logic.AppointmentManagementLogic,cn.nc.issuance.book.dcm.service.impl.logic.AppointmentManagementLogic#genBill,1
cn.nc.commons.cache.vender.redis.RedisConfig,cn.nc.commons.cache.vender.redis.RedisConfig#keyGenerator,3
cn.nc.operation.base.service.WorkingScheduleGroupService,cn.nc.operation.base.service.WorkingScheduleGroupService#query,0
cn.nc.issuance.common.compute.dto.base.PurchaseOfferDetail,cn.nc.issuance.common.compute.dto.base.PurchaseOfferDetail#getHpConsignAmount,1
cn.nc.issuance.dist.service.impl.logic.FinDistLogic,cn.nc.issuance.dist.service.impl.logic.FinDistLogic#discardDistBill,70
cn.nc.issuance.book.dcm.query.facade.controller.directinvestor.QueryDirectInvestorAuthController,cn.nc.issuance.book.dcm.query.facade.controller.directinvestor.QueryDirectInvestorAuthController#doService,1
cn.nc.user.ukey.facade.controller.UkeyBindHisCenterBatchDeleteController,cn.nc.user.ukey.facade.controller.UkeyBindHisCenterBatchDeleteController#ukeyBindHisBatchDelete,1
cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctChangeSubmitController,cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctChangeSubmitController#cfaeAcctChangeSubmitCenter,1
cn.nc.channel.msg.facade.controller.NoticeOfficeWebsiteNoticeListController,cn.nc.channel.msg.facade.controller.NoticeOfficeWebsiteNoticeListController#handle,1
cn.nc.pub.wkcl.service.dto.log.AuditLogRespDto,cn.nc.pub.wkcl.service.dto.log.AuditLogRespDto#setItemId,0
cn.nc.user.instuser.service.dto.InstUserDto,cn.nc.user.instuser.service.dto.InstUserDto#setBinduseremail,0
cn.nc.issuance.book.dcm.query.adapter.repository.dao.directinvestor.DirectInvestorAuthDao,cn.nc.issuance.book.dcm.query.adapter.repository.dao.directinvestor.DirectInvestorAuthDao#pageQuery,0
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.UnderWriterStaticsByOrgController,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.UnderWriterStaticsByOrgController#doService,1
cn.nc.issuance.book.dcm.service.dto.ReleaseAccountConfirmEntity.ExclusiveInfo,cn.nc.issuance.book.dcm.service.dto.ReleaseAccountConfirmEntity.ExclusiveInfo#setBondShortName,0
cn.nc.user.conf.facade.controller.CenterConfDictListController,cn.nc.user.conf.facade.controller.CenterConfDictListController#doService,1
cn.nc.issuance.book.dcm.facade.controller.bondadjustorder.BondAdjustOrderModifyAdjustAgencyTailRateController,cn.nc.issuance.book.dcm.facade.controller.bondadjustorder.BondAdjustOrderModifyAdjustAgencyTailRateController#doService,1
cn.nc.issuance.book.dcm.query.service.dto.querystatistics.GroupFeeManagementDto,cn.nc.issuance.book.dcm.query.service.dto.querystatistics.GroupFeeManagementDto#getBankAccountNameBefore,1
cn.nc.pub.msg.service.dto.other.AuditLogDto,cn.nc.pub.msg.service.dto.other.AuditLogDto#getOperatorId,1
cn.nc.issuance.dist.converter.DistAgreementContentConverterImpl,cn.nc.issuance.dist.converter.DistAgreementContentConverterImpl#toPoList,5
cn.nc.operation.task.engine.service.ExecutionContext,cn.nc.operation.task.engine.service.ExecutionContext#getProcessStartTime,1
cn.nc.channel.mix.model.dto.DistributionRecordQueryResponse,cn.nc.channel.mix.model.dto.DistributionRecordQueryResponse#setLeadUnderwriter,0
cn.nc.user.cfaeuser.dto.CfaeRegisterUserQueryDto,cn.nc.user.cfaeuser.dto.CfaeRegisterUserQueryDto#getUserName,1
cn.nc.user.inst.service.impl.InstInfoTaksServiceImpl,cn.nc.user.inst.service.impl.InstInfoTaksServiceImpl#taskApprovePass,21
cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto#setBaseRateEffectMode,0
cn.nc.common.auth.AuthProperties,cn.nc.common.auth.AuthProperties#setUkeyIssuerCertificateSm2,0
cn.nc.user.inst.service.InstRoleRelHisService,cn.nc.user.inst.service.InstRoleRelHisService#batchDeleteByHisInstId,0
cn.nc.issuance.common.service.impl.ErrorInfoServiceImpl,cn.nc.issuance.common.service.impl.ErrorInfoServiceImpl#fillCommonField,1
cn.nc.issuance.book.dcm.query.converter.ApiLogPoConverterImpl,cn.nc.issuance.book.dcm.query.converter.ApiLogPoConverterImpl#toDto,4
cn.nc.pub.wkcl.service.dto.log.AuditLogRespDto,cn.nc.pub.wkcl.service.dto.log.AuditLogRespDto#setOperateDate,0
cn.nc.issuance.book.dcm.service.dto.RspHead,cn.nc.issuance.book.dcm.service.dto.RspHead#setServNo,0
cn.nc.issuance.common.facade.controller.operation.BondAuthorizeAddController,cn.nc.issuance.common.facade.controller.operation.BondAuthorizeAddController#handle,1
cn.nc.issuance.book.dcm.service.dto.bill.BaseDto,cn.nc.issuance.book.dcm.service.dto.bill.BaseDto#setIsDeleted,0
cn.nc.issuance.dist.util.DateUtil,cn.nc.issuance.dist.util.DateUtil#getLastYearMonth,3
cn.nc.issuance.book.dcm.logic.base.UnannouncedBondCleanCommonLogic,cn.nc.issuance.book.dcm.logic.base.UnannouncedBondCleanCommonLogic#compareBondShortName,42
cn.nc.user.staff.service.impl.OrgServiceImpl,cn.nc.user.staff.service.impl.OrgServiceImpl#sync,13
cn.nc.channel.auth.outer.service.dto.login.UserPermInfoDto,cn.nc.channel.auth.outer.service.dto.login.UserPermInfoDto#getPwdUpdateTime,1
cn.nc.common.transaction.support.impl.aspect.RemoteRequestAdvice,cn.nc.common.transaction.support.impl.aspect.RemoteRequestAdvice#convertMethodExpression,1
cn.nc.common.core.info.UserInfo,cn.nc.common.core.info.UserInfo#setTerminalType,0
cn.nc.user.conf.facade.controller.CenterConfDictionaryItemListController,cn.nc.user.conf.facade.controller.CenterConfDictionaryItemListController#confDictionaryItemList,1
cn.nc.user.position.service.impl.PositionHisServiceImpl,cn.nc.user.position.service.impl.PositionHisServiceImpl#findByBatchCode,7
cn.nc.issuance.common.facade.controller.OrgEnglishNameListController,cn.nc.issuance.common.facade.controller.OrgEnglishNameListController#handle,1
cn.nc.issuance.common.utils.DateTimeUtil,cn.nc.issuance.common.utils.DateTimeUtil#getLongDateTime,1
cn.nc.pub.msg.facade.controller.productTag.ProductTagDisableController,cn.nc.pub.msg.facade.controller.productTag.ProductTagDisableController#disableProductTag,1
cn.nc.issuance.book.dcm.query.service.QueryStatisticsService,cn.nc.issuance.book.dcm.query.service.QueryStatisticsService#allocationStatisticsQuery,0
cn.nc.issuance.book.dcm.query.service.BondAuthorizeService,cn.nc.issuance.book.dcm.query.service.BondAuthorizeService#list,0
cn.nc.issuance.bid.service.impl.query.QueryRightMenuParamServiceImpl,cn.nc.issuance.bid.service.impl.query.QueryRightMenuParamServiceImpl#getRightMenuParam,21
cn.nc.issuance.common.service.impl.OrgEnglishNameHisServiceImpl,cn.nc.issuance.common.service.impl.OrgEnglishNameHisServiceImpl#listRecord,5
cn.nc.user.inst.converter.InstInfoHisConverter,cn.nc.user.inst.converter.InstInfoHisConverter#toInstRoleRelPo4HisPo,0
cn.nc.issuance.common.utils.FileManageUtil,cn.nc.issuance.common.utils.FileManageUtil#delFilesByPath,5
cn.nc.issuance.book.dcm.query.service.OrganMonitorService,cn.nc.issuance.book.dcm.query.service.OrganMonitorService#organMonitorDetail,0
cn.nc.channel.auth.outer.adapter.repository.po.LastUsedAcctPo,cn.nc.channel.auth.outer.adapter.repository.po.LastUsedAcctPo#getInstUserCode,1
cn.nc.operation.task.client.TaskClient,cn.nc.operation.task.client.TaskClient#revoke,0
cn.nc.channel.auth.outer.converter.LoginSessionQueryMapper,cn.nc.channel.auth.outer.converter.LoginSessionQueryMapper#userInfoToLoginUserDto,0
cn.nc.issuance.common.compute.dto.PlacingOutputDto,cn.nc.issuance.common.compute.dto.PlacingOutputDto#getBaseConsignAmount,1
cn.nc.issuance.book.dcm.query.service.impl.RegistrationFilesServiceImpl,cn.nc.issuance.book.dcm.query.service.impl.RegistrationFilesServiceImpl#print,7
cn.nc.pub.msg.adapter.repository.dao.bid.ccds.TiCcdcBondPriceInfoDao,cn.nc.pub.msg.adapter.repository.dao.bid.ccds.TiCcdcBondPriceInfoDao#batchSaveEntity,0
cn.nc.channel.backend.service.dto.identitymapping.IdentityMappingQueryRespDto,cn.nc.channel.backend.service.dto.identitymapping.IdentityMappingQueryRespDto#setIdentityType,0
cn.nc.pub.msg.service.dto.product.AttachmentDto,cn.nc.pub.msg.service.dto.product.AttachmentDto#getDate,1
cn.nc.issuance.book.dcm.service.impl.bond.BondMgrServiceImpl,cn.nc.issuance.book.dcm.service.impl.bond.BondMgrServiceImpl#canBondModify,3
cn.nc.user.archive.facade.controller.GetArchivedController,cn.nc.user.archive.facade.controller.GetArchivedController#getArchived,1
cn.nc.common.core.holder.HttpContextHolder,cn.nc.common.core.holder.HttpContextHolder#getHttpServletRequest,2
cn.nc.pub.msg.service.SmsListenerService,cn.nc.pub.msg.service.SmsListenerService#stopReplyMsgListener,0
cn.nc.operation.base.facade.controller.task.TaskQueryToAssignController,cn.nc.operation.base.facade.controller.task.TaskQueryToAssignController#doService,1
cn.nc.pub.msg.facade.controller.product.ProductSubmitController,cn.nc.pub.msg.facade.controller.product.ProductSubmitController#doService,1
cn.nc.issuance.bid.service.query.QueryBondInfoService,cn.nc.issuance.bid.service.query.QueryBondInfoService#queryBondBasicInfo,0
cn.nc.user.conf.facade.controller.CenterConfBusinessRoleTreeController,cn.nc.user.conf.facade.controller.CenterConfBusinessRoleTreeController#confBusinessRoleTree,1
cn.nc.issuance.book.dcm.facade.controller.issueamountadjust.IssueAmountAdjustReSendController,cn.nc.issuance.book.dcm.facade.controller.issueamountadjust.IssueAmountAdjustReSendController#doService,1
cn.nc.issuance.common.facade.controller.BondKindConfigModifyController,cn.nc.issuance.common.facade.controller.BondKindConfigModifyController#doService,1
cn.nc.issuance.book.dcm.query.facade.controller.directinvestor.DirectInvestorAuthFilePreviewController,cn.nc.issuance.book.dcm.query.facade.controller.directinvestor.DirectInvestorAuthFilePreviewController#directInvestorAuthFilePreview,1
cn.nc.pub.msg.service.impl.ParameterTemplateCommandServiceImpl,cn.nc.pub.msg.service.impl.ParameterTemplateCommandServiceImpl#taskManageSubmit,0
cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto#getPublishGround,1
cn.nc.user.ind.adapter.feign.dto.CfaeRegisterUserDto,cn.nc.user.ind.adapter.feign.dto.CfaeRegisterUserDto#setEmailCheckFlag,0
cn.nc.channel.backend.service.dto.pagination.BaseDto,cn.nc.channel.backend.service.dto.pagination.BaseDto#getSort,1
cn.nc.channel.backend.adapter.repository.po.PageDispOrderPo,cn.nc.channel.backend.adapter.repository.po.PageDispOrderPo#getModifyUserName,1
cn.nc.channel.auth.outer.service.dto.kaptcha.CustomKaptchApiRespDto,cn.nc.channel.auth.outer.service.dto.kaptcha.CustomKaptchApiRespDto#setVerificationUniqueId,0
cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondValueCurrencyListController,cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondValueCurrencyListController#handle,1
cn.nc.issuance.book.dcm.facade.controller.group.InvestorSaveAssignBookManagerController,cn.nc.issuance.book.dcm.facade.controller.group.InvestorSaveAssignBookManagerController#handle,1
cn.nc.channel.backend.service.dto.homepage.HomePageCustLayoutRespDto,cn.nc.channel.backend.service.dto.homepage.HomePageCustLayoutRespDto#getLayoutProportion,1
cn.nc.issuance.common.converter.ErrorInfoConverterImpl,cn.nc.issuance.common.converter.ErrorInfoConverterImpl#toDto,4
cn.nc.issuance.book.dcm.lib.adapter.repository.utils.TimeUtils,cn.nc.issuance.book.dcm.lib.adapter.repository.utils.TimeUtils#localDateTimeToDate,1
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#setConsignModel,0
cn.nc.operation.base.model.dto.task.TaskDto,cn.nc.operation.base.model.dto.task.TaskDto#setTaskTitle,0
cn.nc.issuance.book.dcm.query.facade.controller.hisinfoquery.TemplateDownLoadController,cn.nc.issuance.book.dcm.query.facade.controller.hisinfoquery.TemplateDownLoadController#templateDownLoad,1
