className,method,score
cn.nc.pub.msg.util.EnumUtils,cn.nc.pub.msg.util.EnumUtils#getLabelByKey,11
cn.nc.operation.base.model.dto.task.BusinessType,cn.nc.operation.base.model.dto.task.BusinessType#setModuleName,0
cn.nc.channel.mix.model.dto.DistributableBondQueryResponse,cn.nc.channel.mix.model.dto.DistributableBondQueryResponse#getBondScale,1
cn.nc.operation.base.facade.controller.task.TaskQueryCompletedController,cn.nc.operation.base.facade.controller.task.TaskQueryCompletedController#doService,1
cn.nc.issuance.book.dcm.facade.controller.automaticDisclosure.AutomaticDisclosureController,cn.nc.issuance.book.dcm.facade.controller.automaticDisclosure.AutomaticDisclosureController#handle,1
cn.nc.channel.auth.outer.service.dto.login.InstUserRoleRelDto,cn.nc.channel.auth.outer.service.dto.login.InstUserRoleRelDto#getBusinessSubRoleDict,1
cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.BondQueryAllController,cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.BondQueryAllController#doService,1
cn.nc.channel.auth.outer.facade.controller.ImageKaptchaController,cn.nc.channel.auth.outer.facade.controller.ImageKaptchaController#generateImageKaptcha,1
cn.nc.channel.backend.service.dto.homepage.HomePageCurIdentityDto,cn.nc.channel.backend.service.dto.homepage.HomePageCurIdentityDto#getRelIdentityIds,1
cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctBatchApproveRefuseController,cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctBatchApproveRefuseController#doService,1
cn.nc.issuance.book.dcm.query.service.dto.querystatistics.UnderWritingRatioChangeDetailResultDto.FileInfo,cn.nc.issuance.book.dcm.query.service.dto.querystatistics.UnderWritingRatioChangeDetailResultDto.FileInfo#setFileName,0
cn.nc.issuance.book.dcm.batch.service.impl.DirectPushServiceImpl,cn.nc.issuance.book.dcm.batch.service.impl.DirectPushServiceImpl#execSuccess,1
cn.nc.channel.backend.service.dto.product.FinTenderOfferQueryRespDto,cn.nc.channel.backend.service.dto.product.FinTenderOfferQueryRespDto#getSubBeginDate,1
cn.nc.issuance.book.dcm.batch.service.AutoAbordBondService,cn.nc.issuance.book.dcm.batch.service.AutoAbordBondService#autoAbordBond,0
cn.nc.issuance.book.dcm.batch.utils.DateTimeUtil,cn.nc.issuance.book.dcm.batch.utils.DateTimeUtil#isTimeInRange,2
cn.nc.channel.backend.service.ConcernService,cn.nc.channel.backend.service.ConcernService#dcmSyncOptional,0
cn.nc.issuance.book.dcm.query.util.BondPublishStatisticsUtils,cn.nc.issuance.book.dcm.query.util.BondPublishStatisticsUtils#getMaxAndMinBondFullNameForRate,13
cn.nc.user.staff.service.dto.MessageDto,cn.nc.user.staff.service.dto.MessageDto#getContent,1
cn.nc.user.cfaeacct.service.impl.CfaeAccountMessageServiceImpl,cn.nc.user.cfaeacct.service.impl.CfaeAccountMessageServiceImpl#setAPPROVAL_COMMON_SITE_TEMPLATE,0
cn.nc.channel.backend.service.dto.product.DebtInstInvestorQueryRespDto,cn.nc.channel.backend.service.dto.product.DebtInstInvestorQueryRespDto#setSubRateLower,0
cn.nc.issuance.common.converter.SysDictionaryAuditQueryConverterImpl,cn.nc.issuance.common.converter.SysDictionaryAuditQueryConverterImpl#toPo,4
cn.nc.issuance.book.dcm.query.util.DateTimeUtil,cn.nc.issuance.book.dcm.query.util.DateTimeUtil#formatISODate,1
cn.nc.message.head.rsp.RespHeader,cn.nc.message.head.rsp.RespHeader#setServReturnTpCd,0
cn.nc.issuance.book.dcm.query.service.impl.ClearingHouseInquiryServiceImpl,cn.nc.issuance.book.dcm.query.service.impl.ClearingHouseInquiryServiceImpl#getCurrentDateStr,1
cn.nc.channel.auth.outer.service.dto.login.WebLoginRespDto,cn.nc.channel.auth.outer.service.dto.login.WebLoginRespDto#getRegisterUserId,1
cn.nc.channel.auth.inner.service.dto.AuthImageCaptchaDto,cn.nc.channel.auth.inner.service.dto.AuthImageCaptchaDto#getImageCaptchaKey,1
cn.nc.issuance.book.dcm.lib.adapter.repository.dao.BondBasicInfoDao,cn.nc.issuance.book.dcm.lib.adapter.repository.dao.BondBasicInfoDao#updateChangeByBondIdSync,0
cn.nc.channel.mix.model.dto.IssuanceAnnouncementResponse,cn.nc.channel.mix.model.dto.IssuanceAnnouncementResponse#setValidPurchaseAmount,0
cn.nc.issuance.common.adapter.repository.dao.SysDictionarySubDao,cn.nc.issuance.common.adapter.repository.dao.SysDictionarySubDao#queryRunSubEntryMaxSort,0
cn.nc.issuance.dist.service.impl.logic.AccountLogic,cn.nc.issuance.dist.service.impl.logic.AccountLogic#accountDetailBatchSave,0
cn.nc.issuance.book.dcm.service.dto.bill.BondIssueRegistPublicEntity,cn.nc.issuance.book.dcm.service.dto.bill.BondIssueRegistPublicEntity#getBondFullName,1
cn.nc.user.cfaeuser.dto.CfaeRegisterUserDto,cn.nc.user.cfaeuser.dto.CfaeRegisterUserDto#setDeptId,0
cn.nc.issuance.book.dcm.query.converter.SearchNxMessageListConverterImpl,cn.nc.issuance.book.dcm.query.converter.SearchNxMessageListConverterImpl#toPoList,5
cn.nc.pub.msg.service.dto.other.InstanceSubFinCcdcPubAdvPayPlan,cn.nc.pub.msg.service.dto.other.InstanceSubFinCcdcPubAdvPayPlan#getReplayPercent,1
cn.nc.issuance.bid.facade.controller.biddingresultMgmt.QueryPlacingResultAdjustPageInfoController,cn.nc.issuance.bid.facade.controller.biddingresultMgmt.QueryPlacingResultAdjustPageInfoController#doService,1
cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto#setCommissionRateCalcMode,0
cn.nc.operation.base.model.dto.notice.NoticeGroupTypeDto,cn.nc.operation.base.model.dto.notice.NoticeGroupTypeDto#setGroupId,0
cn.nc.operation.base.mapper.task.TaskConverterImpl,cn.nc.operation.base.mapper.task.TaskConverterImpl#taskFormDtoToTaskFormPo,4
cn.nc.channel.mix.controller.channel.statistic.QueryInstitutionFinancialBondPurchaseStatsController,cn.nc.channel.mix.controller.channel.statistic.QueryInstitutionFinancialBondPurchaseStatsController#doService,1
cn.nc.channel.mix.service.IssuanceQueryService,cn.nc.channel.mix.service.IssuanceQueryService#queryMarketData,0
cn.nc.issuance.bid.facade.controller.bill.PrintPdfDownloadController,cn.nc.issuance.bid.facade.controller.bill.PrintPdfDownloadController#downloadProgress,1
cn.nc.user.archive.adapter.repository.service.impl.FileArchiveServiceImpl,cn.nc.user.archive.adapter.repository.service.impl.FileArchiveServiceImpl#handleUkeyBind,1
cn.nc.channel.backend.service.dto.homepage.HomePageDispRespDto,cn.nc.channel.backend.service.dto.homepage.HomePageDispRespDto#setRemindType,0
cn.nc.user.staff.service.impl.PositionPermissionServiceImpl,cn.nc.user.staff.service.impl.PositionPermissionServiceImpl#findSuperAdminPermissionIdList,1
cn.nc.user.archive.adapter.repository.service.impl.FileArchiveServiceImpl,cn.nc.user.archive.adapter.repository.service.impl.FileArchiveServiceImpl#toSubList,2
cn.nc.pub.wkcl.facade.controller.core.WorkDayCountController,cn.nc.pub.wkcl.facade.controller.core.WorkDayCountController#doService,1
cn.nc.user.label.service.LabelMenuService,cn.nc.user.label.service.LabelMenuService#deleteByLabelId,0
cn.nc.channel.mix.model.dto.IssuanceAnnouncementResponse,cn.nc.channel.mix.model.dto.IssuanceAnnouncementResponse#setMaginMul,0
cn.nc.channel.backend.service.dto.product.CrmwTenderOfferQueryRespDto,cn.nc.channel.backend.service.dto.product.CrmwTenderOfferQueryRespDto#getBondFullName,1
cn.nc.channel.mix.service.impl.InssuanceQueryServiceImpl,cn.nc.channel.mix.service.impl.InssuanceQueryServiceImpl#queryFullTextCrmw,1
cn.nc.channel.backend.facade.controller.CrmwTenderOfferQueryController,cn.nc.channel.backend.facade.controller.CrmwTenderOfferQueryController#crmwTenderOfferQuery,1
cn.nc.issuance.common.facade.controller.query.RegistrationFilesDownLoadController,cn.nc.issuance.common.facade.controller.query.RegistrationFilesDownLoadController#handle,1
cn.nc.issuance.book.dcm.converter.PurchaseAccountConverterImpl,cn.nc.issuance.book.dcm.converter.PurchaseAccountConverterImpl#toPoList,5
cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto#setBondTeamDataCount,0
cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto#setSpreadRate,0
cn.nc.pub.msg.service.dto.setting.MsgEmailServerRespDto,cn.nc.pub.msg.service.dto.setting.MsgEmailServerRespDto#getUseSsl,1
cn.nc.issuance.book.dcm.service.dto.nxMessage.SendNxMassageEntityDTO,cn.nc.issuance.book.dcm.service.dto.nxMessage.SendNxMassageEntityDTO#setId,0
cn.nc.channel.backend.service.dto.product.DebtInstTenderOfferQueryRespDto,cn.nc.channel.backend.service.dto.product.DebtInstTenderOfferQueryRespDto#setBondShortName,0
cn.nc.user.conf.converter.SysBusinessRoleConverterImpl,cn.nc.user.conf.converter.SysBusinessRoleConverterImpl#toDtoList,5
cn.nc.issuance.book.dcm.batch.jobs.AutoCreateBondJob,cn.nc.issuance.book.dcm.batch.jobs.AutoCreateBondJob#execute,4
cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto#setRemarks,0
cn.nc.issuance.dist.service.impl.DistBondQueryServiceImpl,cn.nc.issuance.dist.service.impl.DistBondQueryServiceImpl#queryDistInfoInfo,2
cn.nc.pub.msg.service.dto.setting.MsgBizSystemQueryDto,cn.nc.pub.msg.service.dto.setting.MsgBizSystemQueryDto#setSysNo,0
cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto#setIsAdjustSubDate,0
cn.nc.issuance.book.dcm.query.adapter.repository.dao.bond.BondInfoQueryDao,cn.nc.issuance.book.dcm.query.adapter.repository.dao.bond.BondInfoQueryDao#queryCanUsedBonds,0
cn.nc.channel.search.service.FinancialSearchService,cn.nc.channel.search.service.FinancialSearchService#loggedSearch,0
cn.nc.user.sync.query.dto.CfaeRegisterUserDto,cn.nc.user.sync.query.dto.CfaeRegisterUserDto#setUserName,0
cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto#setReferenceYield,0
cn.nc.issuance.book.dcm.facade.controller.issueamountadjust.IssueAmountAdjustAuditController,cn.nc.issuance.book.dcm.facade.controller.issueamountadjust.IssueAmountAdjustAuditController#handle,1
cn.nc.common.send.dto.SendEmailDto,cn.nc.common.send.dto.SendEmailDto#setToAddress,0
cn.nc.user.ukey.service.UkeyApplyHisService,cn.nc.user.ukey.service.UkeyApplyHisService#approvalRefuse,0
cn.nc.user.cfaeuser.dto.CfaeRegisterUserDto,cn.nc.user.cfaeuser.dto.CfaeRegisterUserDto#getDelFlag,1
cn.nc.pub.msg.converter.MsgSceneConfigMapper,cn.nc.pub.msg.converter.MsgSceneConfigMapper#reqToPo,0
cn.nc.user.inst.adapter.repository.dao.InstRoleRelDao,cn.nc.user.inst.adapter.repository.dao.InstRoleRelDao#queryInstRoleRelListByCond,0
cn.nc.issuance.book.dcm.service.dto.BondUserCondition,cn.nc.issuance.book.dcm.service.dto.BondUserCondition#getName,1
cn.nc.pub.msg.service.dto.send.SendEmailDto,cn.nc.pub.msg.service.dto.send.SendEmailDto#setBccAddress,0
cn.nc.issuance.common.compute.purchase.ComputeBase,cn.nc.issuance.common.compute.purchase.ComputeBase#allocation,2
cn.nc.issuance.common.service.dto.Sort,cn.nc.issuance.common.service.dto.Sort#field2Map,1
cn.nc.common.log.communication.info.ResponseCommunicationInfo,cn.nc.common.log.communication.info.ResponseCommunicationInfo#getExecTime,1
cn.nc.issuance.bid.service.impl.query.common.GenBillAndRegFileDataService,cn.nc.issuance.bid.service.impl.query.common.GenBillAndRegFileDataService#genInviteBidsResultDetail4Underwriter,12
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BondGroupFeeExportController,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BondGroupFeeExportController#doService,1
cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto#getWeightedMaturity,1
cn.nc.issuance.common.utils.RunUtil,cn.nc.issuance.common.utils.RunUtil#generatePdfSafePath,6
cn.nc.user.staff.service.impl.UserPositionServiceImpl,cn.nc.user.staff.service.impl.UserPositionServiceImpl#checkPositionUser,3
cn.nc.channel.auth.outer.service.dto.login.UserLoginRespDto,cn.nc.channel.auth.outer.service.dto.login.UserLoginRespDto#getUserCode,1
cn.nc.issuance.book.dcm.batch.service.DcmBondPublishSuccessStaticsService,cn.nc.issuance.book.dcm.batch.service.DcmBondPublishSuccessStaticsService#execute,0
cn.nc.issuance.common.service.impl.SysConfigServiceImpl,cn.nc.issuance.common.service.impl.SysConfigServiceImpl#list,2
cn.nc.user.conf.converter.SysConfigFieldConverter,cn.nc.user.conf.converter.SysConfigFieldConverter#toDto,0
cn.nc.channel.auth.outer.service.dto.login.InstUserRoleRelDto,cn.nc.channel.auth.outer.service.dto.login.InstUserRoleRelDto#getInstUserId,1
cn.nc.operation.base.service.impl.NoticeGroupServiceImpl,cn.nc.operation.base.service.impl.NoticeGroupServiceImpl#queryAccessibleTypes,4
cn.nc.channel.backend.service.dto.product.FinDailyIssueQueryRespDto,cn.nc.channel.backend.service.dto.product.FinDailyIssueQueryRespDto#getSubEndTime,1
cn.nc.pub.msg.service.dto.setting.MsgBizSystemRespDto,cn.nc.pub.msg.service.dto.setting.MsgBizSystemRespDto#getModifyUserId,1
cn.nc.channel.msg.client.dto.InstUserQueryDto,cn.nc.channel.msg.client.dto.InstUserQueryDto#getInstUserType,1
cn.nc.pub.wkcl.service.dto.SysTradeCalRespDto,cn.nc.pub.wkcl.service.dto.SysTradeCalRespDto#setInputUserId,0
cn.nc.issuance.book.dcm.lib.adapter.repository.utils.UnannouncedUtil,cn.nc.issuance.book.dcm.lib.adapter.repository.utils.UnannouncedUtil#dealPlanPublishDate,11
cn.nc.issuance.book.dcm.query.service.dto.querystatistics.PublishSuccBondInfoResultDto,cn.nc.issuance.book.dcm.query.service.dto.querystatistics.PublishSuccBondInfoResultDto#getLeadManager,1
cn.nc.channel.auth.inner.service.impl.AuthServiceImpl,cn.nc.channel.auth.inner.service.impl.AuthServiceImpl#logout,0
cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto#setInitialBondFullName,0
cn.nc.issuance.book.dcm.service.impl.PricingPlacingServiceImpl,cn.nc.issuance.book.dcm.service.impl.PricingPlacingServiceImpl#getTrustAccounts,1
cn.nc.user.reguser.service.impl.UserLoginHandleServiceImpl,cn.nc.user.reguser.service.impl.UserLoginHandleServiceImpl#checkSuccessHandle,0
cn.nc.issuance.book.dcm.query.adapter.repository.dao.PurchaseHistoryTaskQueryDao,cn.nc.issuance.book.dcm.query.adapter.repository.dao.PurchaseHistoryTaskQueryDao#selectResDetailRatesHis,0
cn.nc.channel.backend.service.dto.product.FinTenderOfferQueryRespDto,cn.nc.channel.backend.service.dto.product.FinTenderOfferQueryRespDto#setBondFullName,0
cn.nc.channel.backend.service.dto.common.IdentityTypeQueryRespDto,cn.nc.channel.backend.service.dto.common.IdentityTypeQueryRespDto#setIdentityTypeDesc,0
cn.nc.pub.msg.service.dto.log.AuditLogRespDto,cn.nc.pub.msg.service.dto.log.AuditLogRespDto#setOperatorId,0
cn.nc.channel.msg.service.dto.disclosure.DisclosureDto,cn.nc.channel.msg.service.dto.disclosure.DisclosureDto#getInfoId,1
cn.nc.user.instuser.service.impl.QueryOrgServiceImpl,cn.nc.user.instuser.service.impl.QueryOrgServiceImpl#getInstDetailByIdArray,4
cn.nc.channel.auth.outer.adapter.feign.ChlOperationUserOrgFeign,cn.nc.channel.auth.outer.adapter.feign.ChlOperationUserOrgFeign#bindPhone,0
cn.nc.user.instuser.service.impl.ClientInstOrgServiceImpl,cn.nc.user.instuser.service.impl.ClientInstOrgServiceImpl#checkWorkflow,4
cn.nc.user.cfaeacct.CfaeAccountRelHisService,cn.nc.user.cfaeacct.CfaeAccountRelHisService#batchSaveOrUpdate,0
cn.nc.user.initinst.converter.InstOpenApplyResultConverterImpl,cn.nc.user.initinst.converter.InstOpenApplyResultConverterImpl#toPageDto,5
cn.nc.issuance.book.dcm.query.service.dto.hisinfoquery.DistTemplateHisDto,cn.nc.issuance.book.dcm.query.service.dto.hisinfoquery.DistTemplateHisDto#setDistAuditStatus,0
cn.nc.issuance.book.dcm.query.service.BondAdjustOrderService,cn.nc.issuance.book.dcm.query.service.BondAdjustOrderService#findAdjustDetail,0
cn.nc.issuance.book.dcm.facade.controller.homestart.ExerciseRemindersModifySubscribeController,cn.nc.issuance.book.dcm.facade.controller.homestart.ExerciseRemindersModifySubscribeController#doService,1
cn.nc.user.archive.service.impl.FileArchiveSubHisServiceImpl,cn.nc.user.archive.service.impl.FileArchiveSubHisServiceImpl#batchSaveOrUpdate,3
cn.nc.channel.mix.controller.channel.statistic.QueryInstitutionFinancialBondPurchaseStatsController,cn.nc.channel.mix.controller.channel.statistic.QueryInstitutionFinancialBondPurchaseStatsController#queryInstitutionFinancialBondPurchaseStats,1
cn.nc.issuance.common.base.dto.BaseDto,cn.nc.issuance.common.base.dto.BaseDto#getInputUserId,1
cn.nc.issuance.book.dcm.query.facade.controller.hisinfoquery.PublishSolutionViewController,cn.nc.issuance.book.dcm.query.facade.controller.hisinfoquery.PublishSolutionViewController#handle,1
cn.nc.issuance.book.dcm.query.facade.controller.bill.PrintPdfDownloadController,cn.nc.issuance.book.dcm.query.facade.controller.bill.PrintPdfDownloadController#proxyPdfById,9
cn.nc.channel.mix.model.dto.RegistrationElementsResponse,cn.nc.channel.mix.model.dto.RegistrationElementsResponse#setRightsKindOther,0
cn.nc.user.instuser.service.impl.QueryOrgServiceImpl,cn.nc.user.instuser.service.impl.QueryOrgServiceImpl#getRoleIdByInstUserId,7
cn.nc.pub.msg.facade.controller.setting.MsgSceneConfigCheckController,cn.nc.pub.msg.facade.controller.setting.MsgSceneConfigCheckController#checkCode,1
cn.nc.operation.task.engine.service.BusinessTask,cn.nc.operation.task.engine.service.BusinessTask#setTaskType,0
cn.nc.channel.mix.model.dto.BondGroupInfoResponse,cn.nc.channel.mix.model.dto.BondGroupInfoResponse#setPayDate,0
cn.nc.issuance.book.dcm.facade.controller.external.DCMForExternalGroupReplyController,cn.nc.issuance.book.dcm.facade.controller.external.DCMForExternalGroupReplyController#send,1
cn.nc.user.reguser.service.dto.UserIdentifyDto,cn.nc.user.reguser.service.dto.UserIdentifyDto#getIdentifyTime,1
cn.nc.channel.backend.service.impl.PageSettingQueryCmptListServiceImpl,cn.nc.channel.backend.service.impl.PageSettingQueryCmptListServiceImpl#getCmptListQueryDetailRespDtos,11
cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto#setBondId,0
cn.nc.pub.msg.service.dto.setting.MsgEmailServerQueryDto,cn.nc.pub.msg.service.dto.setting.MsgEmailServerQueryDto#setSmtpHost,0
cn.nc.channel.backend.service.dto.product.DebtInstTenderOfferQueryRespDto,cn.nc.channel.backend.service.dto.product.DebtInstTenderOfferQueryRespDto#setSubEndDate,0
cn.nc.issuance.bid.service.query.QueryTiPurchaseOfferService,cn.nc.issuance.bid.service.query.QueryTiPurchaseOfferService#queryHisDetailPurchaseOffer,0
cn.nc.channel.auth.outer.facade.controller.RegisterUserQueryController,cn.nc.channel.auth.outer.facade.controller.RegisterUserQueryController#queryRegisterUserByCondition,1
cn.nc.operation.base.mapper.notice.NoticeGroupTypeConverterImpl,cn.nc.operation.base.mapper.notice.NoticeGroupTypeConverterImpl#toDtoList,5
cn.nc.starter.persistent.model.AbstractPo,cn.nc.starter.persistent.model.AbstractPo#setModifyUserId,0
cn.nc.common.log.LogAutoConfiguration,cn.nc.common.log.LogAutoConfiguration#communicationLogFilter,2
cn.nc.user.inst.facade.controller.InstInfoHisModifySaveController,cn.nc.user.inst.facade.controller.InstInfoHisModifySaveController#doService,1
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#getPrdtRating,1
cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.AccountWhiteListResultDto,cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.AccountWhiteListResultDto#getSendTime,1
cn.nc.channel.backend.service.impl.PageLayoutQueryCmptListServiceImpl,cn.nc.channel.backend.service.impl.PageLayoutQueryCmptListServiceImpl#getCmptListQueryForLayoutRespDto,4
cn.nc.issuance.bid.service.query.QueryBidSuppAdmiService,cn.nc.issuance.bid.service.query.QueryBidSuppAdmiService#importRightAddition,0
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#setInvDirectTransOptionExp,0
cn.nc.pub.msg.service.ParameterRuleApprovalDomainService,cn.nc.pub.msg.service.ParameterRuleApprovalDomainService#insertHisRecord,2
cn.nc.issuance.book.dcm.converter.PurchaseDetailMidConverterImpl,cn.nc.issuance.book.dcm.converter.PurchaseDetailMidConverterImpl#toDtoList,5
cn.nc.user.staff.service.impl.MenuServiceImpl,cn.nc.user.staff.service.impl.MenuServiceImpl#rebuildCache,0
cn.nc.channel.backend.service.dto.common.UseStatusSelectQueryRespDto,cn.nc.channel.backend.service.dto.common.UseStatusSelectQueryRespDto#getUseStatusName,1
cn.nc.user.cfaeuser.dto.CfaeRegisterUserDto,cn.nc.user.cfaeuser.dto.CfaeRegisterUserDto#getWxOpenid,1
cn.nc.pub.wkcl.service.dto.log.AuditLogRespDto,cn.nc.pub.wkcl.service.dto.log.AuditLogRespDto#getTargetPort,1
cn.nc.user.position.facade.controller.center.CenterPositionFindInfoController,cn.nc.user.position.facade.controller.center.CenterPositionFindInfoController#doService,1
cn.nc.common.auth.AuthProperties,cn.nc.common.auth.AuthProperties#setExcludeAccessList,0
cn.nc.issuance.book.dcm.service.impl.ConsigneeGroupServiceImpl,cn.nc.issuance.book.dcm.service.impl.ConsigneeGroupServiceImpl#assemblyEntityParams,7
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#getRepricingCycleExplain,1
cn.nc.issuance.bid.facade.controller.biddingManagement.bidInfoMgmt.CheckAddBondController,cn.nc.issuance.bid.facade.controller.biddingManagement.bidInfoMgmt.CheckAddBondController#handle,1
cn.nc.pub.msg.service.dto.setting.MsgEmailServerRespDto,cn.nc.pub.msg.service.dto.setting.MsgEmailServerRespDto#setDefaultFlag,0
cn.nc.user.sync.query.dto.CfaeRegisterUserDto,cn.nc.user.sync.query.dto.CfaeRegisterUserDto#setEmpid,0
cn.nc.channel.backend.adapter.repository.po.PageIdentityMappingPo,cn.nc.channel.backend.adapter.repository.po.PageIdentityMappingPo#getIdentityType,1
cn.nc.channel.backend.service.dto.entrance.QuickEntranceQueryRespDto,cn.nc.channel.backend.service.dto.entrance.QuickEntranceQueryRespDto#getFirstLevelInfos,1
cn.nc.issuance.dist.facade.controller.DistributionNewConfirmToThirdController,cn.nc.issuance.dist.facade.controller.DistributionNewConfirmToThirdController#doService,1
cn.nc.issuance.dist.service.NxOrgListService,cn.nc.issuance.dist.service.NxOrgListService#delBatchByMemCode,0
cn.nc.user.inst.converter.InstInfoHisConverter,cn.nc.user.inst.converter.InstInfoHisConverter#toInstInfoPo4HisPo,0
cn.nc.issuance.book.dcm.service.BillDataService,cn.nc.issuance.book.dcm.service.BillDataService#insertBatchBillData,0
cn.nc.user.staff.converter.PositionConverterImpl,cn.nc.user.staff.converter.PositionConverterImpl#toPoList,5
cn.nc.issuance.book.dcm.service.impl.bill.BillOperateServiceImpl,cn.nc.issuance.book.dcm.service.impl.bill.BillOperateServiceImpl#genBillFile4InviteTender,37
cn.nc.operation.base.service.impl.WorkingScheduleGroupServiceImpl,cn.nc.operation.base.service.impl.WorkingScheduleGroupServiceImpl#queryManagerUserWorkItemsPage,9
cn.nc.pub.msg.facade.controller.setting.MsgBizSystemSaveController,cn.nc.pub.msg.facade.controller.setting.MsgBizSystemSaveController#doService,1
cn.nc.user.ind.adapter.feign.dto.CfaeRegisterUserDto,cn.nc.user.ind.adapter.feign.dto.CfaeRegisterUserDto#setUserCode,0
cn.nc.issuance.common.converter.BillConverterImpl,cn.nc.issuance.common.converter.BillConverterImpl#toPoList,5
cn.nc.common.transaction.support.TransactionSupportAutoConfiguration,cn.nc.common.transaction.support.TransactionSupportAutoConfiguration#remoteRequestAdvice,1
cn.nc.issuance.common.compute.dto.PlacingInputDto,cn.nc.issuance.common.compute.dto.PlacingInputDto#getSubUnit,1
cn.nc.pub.wkcl.service.dto.core.CheckWorkDayReqDto,cn.nc.pub.wkcl.service.dto.core.CheckWorkDayReqDto#getDate,1
cn.nc.user.cfaeacct.CfaeAccountHisService,cn.nc.user.cfaeacct.CfaeAccountHisService#handlePendingDataForCfaeAccount,0
cn.nc.operation.base.service.TaskService,cn.nc.operation.base.service.TaskService#save,0
cn.nc.user.instoperuser.facade.controller.AddOperUserController,cn.nc.user.instoperuser.facade.controller.AddOperUserController#doService,1
cn.nc.channel.backend.service.dto.recommend.FinBondRecommendQueryRespDto,cn.nc.channel.backend.service.dto.recommend.FinBondRecommendQueryRespDto#setBondFullName,0
cn.nc.channel.mix.model.dto.IssuanceAnnouncementResponse,cn.nc.channel.mix.model.dto.IssuanceAnnouncementResponse#setValidPurchaseOrgNum,0
cn.nc.issuance.book.dcm.query.base.dto.EnumDto,cn.nc.issuance.book.dcm.query.base.dto.EnumDto#getValue,1
cn.nc.user.instuser.service.impl.QueryOrgServiceImpl,cn.nc.user.instuser.service.impl.QueryOrgServiceImpl#queryInstInfoByInstcode,10
cn.nc.user.label.facade.controller.LabelFindInfoController,cn.nc.user.label.facade.controller.LabelFindInfoController#handle,1
cn.nc.channel.mix.model.dto.BookBuildingAdjustmentLogResponse,cn.nc.channel.mix.model.dto.BookBuildingAdjustmentLogResponse#getBondName,1
cn.nc.common.desensitization.strategy.StrategyFactory,cn.nc.common.desensitization.strategy.StrategyFactory#getFactory,2
cn.nc.issuance.book.dcm.query.util.DateTimeUtil,cn.nc.issuance.book.dcm.query.util.DateTimeUtil#formatShortDateTime,1
cn.nc.issuance.book.dcm.service.dto.ReqHead,cn.nc.issuance.book.dcm.service.dto.ReqHead#setTargetSysOrCmptNo,0
cn.nc.user.cfaeacct.converter.CfaeAccountConverterImpl,cn.nc.user.cfaeacct.converter.CfaeAccountConverterImpl#toClientExportDtoList,5
cn.nc.issuance.book.dcm.service.PurchaseMakeUpService,cn.nc.issuance.book.dcm.service.PurchaseMakeUpService#revocateInverstPurchase,0
cn.nc.pub.msg.service.ParameterCommandService,cn.nc.pub.msg.service.ParameterCommandService#batchAgree,0
cn.nc.issuance.book.dcm.converter.BondModifyapplyhisInfoConverterImpl,cn.nc.issuance.book.dcm.converter.BondModifyapplyhisInfoConverterImpl#toPoList,5
cn.nc.issuance.book.dcm.query.util.DateTimeUtil,cn.nc.issuance.book.dcm.query.util.DateTimeUtil#getCurrentTimestamp,1
